WR6030       各口徑在所堪用表、領表及待修表(待報銷)查詢 -麻豆服務所       列表日期：1150724
   類別：全選 
表號,廠牌,型式,購置日期,購置原價,有效期限,類別,領表日期,領表人,備註,財產取得編號
113-A-012366,源泰,多重噴嘴機械式Ｂ級,113-03-26,511,121/ 2,堪用表,,,,
113-A-012370,源泰,多重噴嘴機械式Ｂ級,113-03-26,511,121/ 2,堪用表,,,,
113-A-015913,源泰,多重噴嘴機械式Ｂ級,113-03-26,511,121/ 2,堪用表,,,,
113-A-015955,源泰,多重噴嘴機械式Ｂ級,113-03-26,511,121/ 2,堪用表,,,,
113-A-015999,源泰,多重噴嘴機械式Ｂ級,113-03-26,511,121/ 2,堪用表,,,,
113-A-064135,源泰,多重噴嘴機械式Ｂ級,113-06-06,511,121/ 5,堪用表,,,,
113-A-064142,源泰,多重噴嘴機械式Ｂ級,113-06-06,511,121/ 5,堪用表,,,,
113-A-065947,源泰,多重噴嘴機械式Ｂ級,113-06-06,511,121/ 5,堪用表,,,,
113-A-065970,源泰,多重噴嘴機械式Ｂ級,113-06-06,511,121/ 5,堪用表,,,,
113-A-122995,源泰,多重噴嘴機械式Ｂ級,113-08-16,511,121/ 7,堪用表,,,,
113-A-123170,源泰,多重噴嘴機械式Ｂ級,113-08-16,511,121/ 7,堪用表,,,,
113-A-124821,源泰,多重噴嘴機械式Ｂ級,113-08-16,511,121/ 7,堪用表,,,,
113-A-124844,源泰,多重噴嘴機械式Ｂ級,113-08-16,511,121/ 7,堪用表,,,,
113-A-124925,源泰,多重噴嘴機械式Ｂ級,113-08-16,511,121/ 7,堪用表,,,,
113-A-125017,源泰,多重噴嘴機械式Ｂ級,113-08-16,511,121/ 7,堪用表,,,,
113-A-125043,源泰,多重噴嘴機械式Ｂ級,113-08-16,511,121/ 7,堪用表,,,,
113-A-125075,源泰,多重噴嘴機械式Ｂ級,113-08-16,511,121/ 7,堪用表,,,,
113-A-125086,源泰,多重噴嘴機械式Ｂ級,113-08-16,511,121/ 7,堪用表,,,,
113-A-125162,源泰,多重噴嘴機械式Ｂ級,113-08-16,511,121/ 7,堪用表,,,,
113-A-125188,源泰,多重噴嘴機械式Ｂ級,113-08-16,511,121/ 7,堪用表,,,,
113-A-126001,源泰,多重噴嘴機械式Ｂ級,113-08-16,511,121/ 7,堪用表,,,,
113-A-126064,源泰,多重噴嘴機械式Ｂ級,113-08-16,511,121/ 7,堪用表,,,,
113-A-126152,源泰,多重噴嘴機械式Ｂ級,113-08-16,511,121/ 7,堪用表,,,,
113-A-126324,源泰,多重噴嘴機械式Ｂ級,113-08-16,511,121/ 7,堪用表,,,,
113-A-180068,源泰,多重噴嘴機械式Ｂ級,113-10-16,511,121/ 8,堪用表,,,,
113-A-180301,源泰,多重噴嘴機械式Ｂ級,113-10-16,511,121/ 8,堪用表,,,,
113-A-180302,源泰,多重噴嘴機械式Ｂ級,113-10-16,511,121/ 8,堪用表,,,,
113-A-180303,源泰,多重噴嘴機械式Ｂ級,113-10-16,511,121/ 8,堪用表,,,,
113-A-180304,源泰,多重噴嘴機械式Ｂ級,113-10-16,511,121/ 8,堪用表,,,,
113-A-180305,源泰,多重噴嘴機械式Ｂ級,113-10-16,511,121/ 8,堪用表,,,,
113-A-180306,源泰,多重噴嘴機械式Ｂ級,113-10-16,511,121/ 8,堪用表,,,,
113-A-180307,源泰,多重噴嘴機械式Ｂ級,113-10-16,511,121/ 8,堪用表,,,,
113-A-180308,源泰,多重噴嘴機械式Ｂ級,113-10-16,511,121/ 8,堪用表,,,,
113-A-180309,源泰,多重噴嘴機械式Ｂ級,113-10-16,511,121/ 8,堪用表,,,,
113-A-180310,源泰,多重噴嘴機械式Ｂ級,113-10-16,511,121/ 8,堪用表,,,,
113-A-180311,源泰,多重噴嘴機械式Ｂ級,113-10-16,511,121/ 8,堪用表,,,,
113-A-180312,源泰,多重噴嘴機械式Ｂ級,113-10-16,511,121/ 8,堪用表,,,,
113-A-180313,源泰,多重噴嘴機械式Ｂ級,113-10-16,511,121/ 8,堪用表,,,,
113-A-180314,源泰,多重噴嘴機械式Ｂ級,113-10-16,511,121/ 8,堪用表,,,,
113-A-180315,源泰,多重噴嘴機械式Ｂ級,113-10-16,511,121/ 8,堪用表,,,,
113-A-180316,源泰,多重噴嘴機械式Ｂ級,113-10-16,511,121/ 8,堪用表,,,,
113-A-180318,源泰,多重噴嘴機械式Ｂ級,113-10-16,511,121/ 8,堪用表,,,,
113-A-180320,源泰,多重噴嘴機械式Ｂ級,113-10-16,511,121/ 8,堪用表,,,,
113-A-180321,源泰,多重噴嘴機械式Ｂ級,113-10-16,511,121/ 8,堪用表,,,,
113-A-180322,源泰,多重噴嘴機械式Ｂ級,113-10-16,511,121/ 8,堪用表,,,,
113-A-180323,源泰,多重噴嘴機械式Ｂ級,113-10-16,511,121/ 8,堪用表,,,,
113-A-180324,源泰,多重噴嘴機械式Ｂ級,113-10-16,511,121/ 8,堪用表,,,,
113-A-180326,源泰,多重噴嘴機械式Ｂ級,113-10-16,511,121/ 8,堪用表,,,,
113-A-180327,源泰,多重噴嘴機械式Ｂ級,113-10-16,511,121/ 8,堪用表,,,,
113-A-180330,源泰,多重噴嘴機械式Ｂ級,113-10-16,511,121/ 8,堪用表,,,,
113-A-180333,源泰,多重噴嘴機械式Ｂ級,113-10-16,511,121/ 8,堪用表,,,,
113-A-180336,源泰,多重噴嘴機械式Ｂ級,113-10-16,511,121/ 8,堪用表,,,,
113-A-180356,源泰,多重噴嘴機械式Ｂ級,113-10-16,511,121/ 8,堪用表,,,,
113-A-183640,源泰,多重噴嘴機械式Ｂ級,113-10-16,511,121/ 8,堪用表,,,,
113-A-183691,源泰,多重噴嘴機械式Ｂ級,113-10-16,511,121/ 8,堪用表,,,,
113-A-183804,源泰,多重噴嘴機械式Ｂ級,113-10-16,511,121/ 8,堪用表,,,,
113-A-183875,源泰,多重噴嘴機械式Ｂ級,113-10-16,511,121/ 8,堪用表,,,,
113-A-230702,源泰,多重噴嘴機械式Ｂ級,113-11-22,511,121/ 9,堪用表,,,,
113-A-230754,源泰,多重噴嘴機械式Ｂ級,113-11-22,511,121/ 9,堪用表,,,,
113-A-230757,源泰,多重噴嘴機械式Ｂ級,113-11-22,511,121/ 9,堪用表,,,,
113-A-230762,源泰,多重噴嘴機械式Ｂ級,113-11-22,511,121/ 9,堪用表,,,,
113-A-230766,源泰,多重噴嘴機械式Ｂ級,113-11-22,511,121/ 9,堪用表,,,,
113-A-230996,源泰,多重噴嘴機械式Ｂ級,113-11-22,511,121/ 9,堪用表,,,,
113-A-231093,源泰,多重噴嘴機械式Ｂ級,113-11-22,511,121/ 9,堪用表,,,,
113-B-657921,儀鎮,多重噴嘴機械式Ｂ級,114-04-10,556,122/ 1,堪用表,,,,
113-D-001022,源泰,多重噴嘴機械式Ｂ級,113-05-03,1575,121/ 3,堪用表,,,,
113-D-001059,源泰,多重噴嘴機械式Ｂ級,113-05-03,1575,121/ 3,堪用表,,,,
113-D-015640,源泰,多重噴嘴機械式Ｂ級,113-10-16,1215,121/ 7,堪用表,,,,
113-D-015656,源泰,多重噴嘴機械式Ｂ級,113-10-16,1215,121/ 7,堪用表,,,,
113-D-015657,源泰,多重噴嘴機械式Ｂ級,113-10-16,1215,121/ 7,堪用表,,,,
113-D-015658,源泰,多重噴嘴機械式Ｂ級,113-10-16,1215,121/ 7,堪用表,,,,
113-D-015659,源泰,多重噴嘴機械式Ｂ級,113-10-16,1215,121/ 7,堪用表,,,,
113-D-015660,源泰,多重噴嘴機械式Ｂ級,113-10-16,1215,121/ 7,堪用表,,,,
113-E-000742,弓銓,多重噴嘴電子式Ｃ級,    0-  0-  0,26069,120/12,堪用表,,,,
114-A-080413,儀鎮,多重噴嘴機械式Ｂ級,114-05-29,525,122/ 5,堪用表,,,,
114-A-080623,儀鎮,多重噴嘴機械式Ｂ級,114-05-29,525,122/ 5,堪用表,,,,
114-A-080640,儀鎮,多重噴嘴機械式Ｂ級,114-05-29,525,122/ 5,堪用表,,,,
114-A-082184,儀鎮,多重噴嘴機械式Ｂ級,114-05-29,525,122/ 5,堪用表,,,,
114-A-082185,儀鎮,多重噴嘴機械式Ｂ級,114-05-29,525,122/ 5,堪用表,,,,
114-A-082192,儀鎮,多重噴嘴機械式Ｂ級,114-05-29,525,122/ 5,堪用表,,,,
114-A-082203,儀鎮,多重噴嘴機械式Ｂ級,114-05-29,525,122/ 5,堪用表,,,,
114-A-082204,儀鎮,多重噴嘴機械式Ｂ級,114-05-29,525,122/ 5,堪用表,,,,
114-A-082205,儀鎮,多重噴嘴機械式Ｂ級,114-05-29,525,122/ 5,堪用表,,,,
114-A-082208,儀鎮,多重噴嘴機械式Ｂ級,114-05-29,525,122/ 5,堪用表,,,,
114-A-082210,儀鎮,多重噴嘴機械式Ｂ級,114-05-29,525,122/ 5,堪用表,,,,
114-A-082222,儀鎮,多重噴嘴機械式Ｂ級,114-05-29,525,122/ 5,堪用表,,,,
114-A-083411,儀鎮,多重噴嘴機械式Ｂ級,114-05-29,525,122/ 5,堪用表,,,,
114-A-083597,儀鎮,多重噴嘴機械式Ｂ級,114-05-29,525,122/ 5,堪用表,,,,
114-A-083605,儀鎮,多重噴嘴機械式Ｂ級,114-05-29,525,122/ 5,堪用表,,,,
114-A-083641,儀鎮,多重噴嘴機械式Ｂ級,114-05-29,525,122/ 5,堪用表,,,,
114-A-083644,儀鎮,多重噴嘴機械式Ｂ級,114-05-29,525,122/ 5,堪用表,,,,
114-A-083645,儀鎮,多重噴嘴機械式Ｂ級,114-05-29,525,122/ 5,堪用表,,,,
114-A-083660,儀鎮,多重噴嘴機械式Ｂ級,114-05-29,525,122/ 5,堪用表,,,,
114-A-083722,儀鎮,多重噴嘴機械式Ｂ級,114-05-29,525,122/ 5,堪用表,,,,
114-A-083939,儀鎮,多重噴嘴機械式Ｂ級,114-05-29,525,122/ 5,堪用表,,,,
114-B-194046,源泰,多重噴嘴機械式Ｂ級,114-09-16,569,122/ 8,堪用表,,,,
114-B-245850,源泰,多重噴嘴機械式Ｂ級,115-01-06,569,122/12,堪用表,,,,
114-C-088319,銓準,多重噴嘴機械式Ｂ級,114-07-01,709,122/ 5,堪用表,,,,
114-C-088339,銓準,多重噴嘴機械式Ｂ級,114-07-01,709,122/ 5,堪用表,,,,
114-C-088340,銓準,多重噴嘴機械式Ｂ級,114-07-01,709,122/ 5,堪用表,,,,
114-C-088341,銓準,多重噴嘴機械式Ｂ級,114-07-01,709,122/ 5,堪用表,,,,
114-C-088342,銓準,多重噴嘴機械式Ｂ級,114-07-01,709,122/ 5,堪用表,,,,
114-C-088343,銓準,多重噴嘴機械式Ｂ級,114-07-01,709,122/ 5,堪用表,,,,
114-C-088344,銓準,多重噴嘴機械式Ｂ級,114-07-01,709,122/ 5,堪用表,,,,
114-C-088345,銓準,多重噴嘴機械式Ｂ級,114-07-01,709,122/ 5,堪用表,,,,
114-C-088346,銓準,多重噴嘴機械式Ｂ級,114-07-01,709,122/ 5,堪用表,,,,
114-C-088347,銓準,多重噴嘴機械式Ｂ級,114-07-01,709,122/ 5,堪用表,,,,
114-C-088348,銓準,多重噴嘴機械式Ｂ級,114-07-01,709,122/ 5,堪用表,,,,
114-C-088349,銓準,多重噴嘴機械式Ｂ級,114-07-01,709,122/ 5,堪用表,,,,
114-C-088350,銓準,多重噴嘴機械式Ｂ級,114-07-01,709,122/ 5,堪用表,,,,
114-C-175292,銓準,多重噴嘴電子式Ｃ級,114-03-12,1672,121/12,堪用表,,,,
114-D-001192,銓準,多重噴嘴電子式Ｃ級,114-06-11,2650,122/ 3,堪用表,,,,
114-F-000861,弓銓,橫軸奧多曼式Ｃ級,114-04-23,30964,122/ 1,堪用表,,,,
114-F-000862,弓銓,橫軸奧多曼式Ｃ級,114-04-23,30964,122/ 1,堪用表,,,,
115-B-035554,儀鎮,多重噴嘴機械式Ｂ級,115-02-25,863,123/ 1,堪用表,,,,
115-B-035555,儀鎮,多重噴嘴機械式Ｂ級,115-02-25,863,123/ 1,堪用表,,,,
115-B-035556,儀鎮,多重噴嘴機械式Ｂ級,115-02-25,863,123/ 1,堪用表,,,,
115-B-035557,儀鎮,多重噴嘴機械式Ｂ級,115-02-25,863,123/ 1,堪用表,,,,
115-B-035558,儀鎮,多重噴嘴機械式Ｂ級,115-02-25,863,123/ 1,堪用表,,,,
115-B-035559,儀鎮,多重噴嘴機械式Ｂ級,115-02-25,863,123/ 1,堪用表,,,,
115-B-035560,儀鎮,多重噴嘴機械式Ｂ級,115-02-25,863,123/ 1,堪用表,,,,
115-B-035561,儀鎮,多重噴嘴機械式Ｂ級,115-02-25,863,123/ 1,堪用表,,,,
115-B-035562,儀鎮,多重噴嘴機械式Ｂ級,115-02-25,863,123/ 1,堪用表,,,,
115-B-035563,儀鎮,多重噴嘴機械式Ｂ級,115-02-25,863,123/ 1,堪用表,,,,
115-B-035564,儀鎮,多重噴嘴機械式Ｂ級,115-02-25,863,123/ 1,堪用表,,,,
115-B-035565,儀鎮,多重噴嘴機械式Ｂ級,115-02-25,863,123/ 1,堪用表,,,,
115-B-035566,儀鎮,多重噴嘴機械式Ｂ級,115-02-25,863,123/ 1,堪用表,,,,
115-B-035567,儀鎮,多重噴嘴機械式Ｂ級,115-02-25,863,123/ 1,堪用表,,,,
115-B-035568,儀鎮,多重噴嘴機械式Ｂ級,115-02-25,863,123/ 1,堪用表,,,,
115-B-035569,儀鎮,多重噴嘴機械式Ｂ級,115-02-25,863,123/ 1,堪用表,,,,
115-B-035570,儀鎮,多重噴嘴機械式Ｂ級,115-02-25,863,123/ 1,堪用表,,,,
115-B-035571,儀鎮,多重噴嘴機械式Ｂ級,115-02-25,863,123/ 1,堪用表,,,,
115-B-035572,儀鎮,多重噴嘴機械式Ｂ級,115-02-25,863,123/ 1,堪用表,,,,
115-B-035573,儀鎮,多重噴嘴機械式Ｂ級,115-02-25,863,123/ 1,堪用表,,,,
115-B-035574,儀鎮,多重噴嘴機械式Ｂ級,115-02-25,863,123/ 1,堪用表,,,,
115-B-035575,儀鎮,多重噴嘴機械式Ｂ級,115-02-25,863,123/ 1,堪用表,,,,
115-B-035576,儀鎮,多重噴嘴機械式Ｂ級,115-02-25,863,123/ 1,堪用表,,,,
115-B-035577,儀鎮,多重噴嘴機械式Ｂ級,115-02-25,863,123/ 1,堪用表,,,,
115-B-035578,儀鎮,多重噴嘴機械式Ｂ級,115-02-25,863,123/ 1,堪用表,,,,
115-B-035579,儀鎮,多重噴嘴機械式Ｂ級,115-02-25,863,123/ 1,堪用表,,,,
115-B-035580,儀鎮,多重噴嘴機械式Ｂ級,115-02-25,863,123/ 1,堪用表,,,,
115-B-035581,儀鎮,多重噴嘴機械式Ｂ級,115-02-25,863,123/ 1,堪用表,,,,
115-B-035582,儀鎮,多重噴嘴機械式Ｂ級,115-02-25,863,123/ 1,堪用表,,,,
115-B-035583,儀鎮,多重噴嘴機械式Ｂ級,115-02-25,863,123/ 1,堪用表,,,,
115-B-035584,儀鎮,多重噴嘴機械式Ｂ級,115-02-25,863,123/ 1,堪用表,,,,
115-B-035585,儀鎮,多重噴嘴機械式Ｂ級,115-02-25,863,123/ 1,堪用表,,,,
115-B-035586,儀鎮,多重噴嘴機械式Ｂ級,115-02-25,863,123/ 1,堪用表,,,,
115-B-035587,儀鎮,多重噴嘴機械式Ｂ級,115-02-25,863,123/ 1,堪用表,,,,
115-B-035588,儀鎮,多重噴嘴機械式Ｂ級,115-02-25,863,123/ 1,堪用表,,,,
115-B-035589,儀鎮,多重噴嘴機械式Ｂ級,115-02-25,863,123/ 1,堪用表,,,,
115-B-035590,儀鎮,多重噴嘴機械式Ｂ級,115-02-25,863,123/ 1,堪用表,,,,
115-B-035591,儀鎮,多重噴嘴機械式Ｂ級,115-02-25,863,123/ 1,堪用表,,,,
115-B-035592,儀鎮,多重噴嘴機械式Ｂ級,115-02-25,863,123/ 1,堪用表,,,,
115-B-035593,儀鎮,多重噴嘴機械式Ｂ級,115-02-25,863,123/ 1,堪用表,,,,
115-B-035594,儀鎮,多重噴嘴機械式Ｂ級,115-02-25,863,123/ 1,堪用表,,,,
115-B-035595,儀鎮,多重噴嘴機械式Ｂ級,115-02-25,863,123/ 1,堪用表,,,,
115-B-035596,儀鎮,多重噴嘴機械式Ｂ級,115-02-25,863,123/ 1,堪用表,,,,
115-B-035597,儀鎮,多重噴嘴機械式Ｂ級,115-02-25,863,123/ 1,堪用表,,,,
115-B-035598,儀鎮,多重噴嘴機械式Ｂ級,115-02-25,863,123/ 1,堪用表,,,,
115-B-035599,儀鎮,多重噴嘴機械式Ｂ級,115-02-25,863,123/ 1,堪用表,,,,
115-B-035600,儀鎮,多重噴嘴機械式Ｂ級,115-02-25,863,123/ 1,堪用表,,,,
115-E-002693,弓銓,橫軸奧多曼式Ｃ級,    0-  0-  0,27277,123/ 1,堪用表,,,,
115-E-002694,弓銓,橫軸奧多曼式Ｃ級,    0-  0-  0,27277,123/ 1,堪用表,,,,
115-G-000202,弓銓,橫軸奧多曼式Ｃ級,115-04-02,39738,123/ 1,堪用表,,,,
115-H-000024,弓銓,橫軸奧多曼式Ｃ級,115-03-25,87325,122/12,堪用表,,,,
115-B-694938,源泰,多重噴嘴機械式Ｂ級,115-06-05,572,123/ 5,領表,1150722,亞員,
115-B-694939,源泰,多重噴嘴機械式Ｂ級,115-06-05,572,123/ 5,領表,1150722,亞員,
115-B-694940,源泰,多重噴嘴機械式Ｂ級,115-06-05,572,123/ 5,領表,1150722,亞員,
115-B-694941,源泰,多重噴嘴機械式Ｂ級,115-06-05,572,123/ 5,領表,1150722,亞員,
115-B-694942,源泰,多重噴嘴機械式Ｂ級,115-06-05,572,123/ 5,領表,1150722,亞員,
115-B-694943,源泰,多重噴嘴機械式Ｂ級,115-06-05,572,123/ 5,領表,1150722,亞員,
115-B-694944,源泰,多重噴嘴機械式Ｂ級,115-06-05,572,123/ 5,領表,1150722,亞員,
115-B-694945,源泰,多重噴嘴機械式Ｂ級,115-06-05,572,123/ 5,領表,1150722,亞員,
115-B-694946,源泰,多重噴嘴機械式Ｂ級,115-06-05,572,123/ 5,領表,1150722,亞員,
115-B-694947,源泰,多重噴嘴機械式Ｂ級,115-06-05,572,123/ 5,領表,1150722,亞員,
115-B-694948,源泰,多重噴嘴機械式Ｂ級,115-06-05,572,123/ 5,領表,1150722,亞員,
115-B-694949,源泰,多重噴嘴機械式Ｂ級,115-06-05,572,123/ 5,領表,1150722,亞員,
115-B-694950,源泰,多重噴嘴機械式Ｂ級,115-06-05,572,123/ 5,領表,1150722,亞員,
115-B-694951,源泰,多重噴嘴機械式Ｂ級,115-06-05,572,123/ 5,領表,1150722,亞員,
115-B-694952,源泰,多重噴嘴機械式Ｂ級,115-06-05,572,123/ 5,領表,1150722,亞員,
115-B-694953,源泰,多重噴嘴機械式Ｂ級,115-06-05,572,123/ 5,領表,1150722,亞員,
115-B-694954,源泰,多重噴嘴機械式Ｂ級,115-06-05,572,123/ 5,領表,1150722,亞員,
115-B-694955,源泰,多重噴嘴機械式Ｂ級,115-06-05,572,123/ 5,領表,1150722,亞員,
115-B-694956,源泰,多重噴嘴機械式Ｂ級,115-06-05,572,123/ 5,領表,1150722,亞員,
115-B-694957,源泰,多重噴嘴機械式Ｂ級,115-06-05,572,123/ 5,領表,1150722,亞員,
115-B-694958,源泰,多重噴嘴機械式Ｂ級,115-06-05,572,123/ 5,領表,1150722,亞員,
115-B-694959,源泰,多重噴嘴機械式Ｂ級,115-06-05,572,123/ 5,領表,1150722,亞員,
115-B-694960,源泰,多重噴嘴機械式Ｂ級,115-06-05,572,123/ 5,領表,1150722,亞員,
115-B-694961,源泰,多重噴嘴機械式Ｂ級,115-06-05,572,123/ 5,領表,1150722,亞員,
115-B-694962,源泰,多重噴嘴機械式Ｂ級,115-06-05,572,123/ 5,領表,1150722,亞員,
115-B-694963,源泰,多重噴嘴機械式Ｂ級,115-06-05,572,123/ 5,領表,1150722,亞員,
115-B-694964,源泰,多重噴嘴機械式Ｂ級,115-06-05,572,123/ 5,領表,1150722,亞員,
115-B-694965,源泰,多重噴嘴機械式Ｂ級,115-06-05,572,123/ 5,領表,1150722,亞員,
115-B-694966,源泰,多重噴嘴機械式Ｂ級,115-06-05,572,123/ 5,領表,1150722,亞員,
115-B-694967,源泰,多重噴嘴機械式Ｂ級,115-06-05,572,123/ 5,領表,1150722,亞員,
115-B-694968,源泰,多重噴嘴機械式Ｂ級,115-06-05,572,123/ 5,領表,1150722,亞員,
115-B-694969,源泰,多重噴嘴機械式Ｂ級,115-06-05,572,123/ 5,領表,1150722,亞員,
115-B-694970,源泰,多重噴嘴機械式Ｂ級,115-06-05,572,123/ 5,領表,1150722,亞員,
115-B-694971,源泰,多重噴嘴機械式Ｂ級,115-06-05,572,123/ 5,領表,1150722,亞員,
115-B-694972,源泰,多重噴嘴機械式Ｂ級,115-06-05,572,123/ 5,領表,1150722,亞員,
115-B-694973,源泰,多重噴嘴機械式Ｂ級,115-06-05,572,123/ 5,領表,1150722,亞員,
115-B-694974,源泰,多重噴嘴機械式Ｂ級,115-06-05,572,123/ 5,領表,1150722,亞員,
115-B-694975,源泰,多重噴嘴機械式Ｂ級,115-06-05,572,123/ 5,領表,1150722,亞員,
115-B-694976,源泰,多重噴嘴機械式Ｂ級,115-06-05,572,123/ 5,領表,1150722,亞員,
115-B-694977,源泰,多重噴嘴機械式Ｂ級,115-06-05,572,123/ 5,領表,1150722,亞員,
115-B-694978,源泰,多重噴嘴機械式Ｂ級,115-06-05,572,123/ 5,領表,1150722,亞員,
115-B-694979,源泰,多重噴嘴機械式Ｂ級,115-06-05,572,123/ 5,領表,1150722,亞員,
115-B-694980,源泰,多重噴嘴機械式Ｂ級,115-06-05,572,123/ 5,領表,1150722,亞員,
115-B-694981,源泰,多重噴嘴機械式Ｂ級,115-06-05,572,123/ 5,領表,1150722,亞員,
115-B-694982,源泰,多重噴嘴機械式Ｂ級,115-06-05,572,123/ 5,領表,1150722,亞員,
115-B-694983,源泰,多重噴嘴機械式Ｂ級,115-06-05,572,123/ 5,領表,1150722,亞員,
115-B-694984,源泰,多重噴嘴機械式Ｂ級,115-06-05,572,123/ 5,領表,1150722,亞員,
115-B-694985,源泰,多重噴嘴機械式Ｂ級,115-06-05,572,123/ 5,領表,1150722,亞員,
115-B-694986,源泰,多重噴嘴機械式Ｂ級,115-06-05,572,123/ 5,領表,1150722,亞員,
115-B-694987,源泰,多重噴嘴機械式Ｂ級,115-06-05,572,123/ 5,領表,1150722,亞員,
115-B-694988,源泰,多重噴嘴機械式Ｂ級,115-06-05,572,123/ 5,領表,1150722,亞員,
115-B-694989,源泰,多重噴嘴機械式Ｂ級,115-06-05,572,123/ 5,領表,1150722,亞員,
115-B-694990,源泰,多重噴嘴機械式Ｂ級,115-06-05,572,123/ 5,領表,1150722,亞員,
115-B-694991,源泰,多重噴嘴機械式Ｂ級,115-06-05,572,123/ 5,領表,1150722,亞員,
115-B-694992,源泰,多重噴嘴機械式Ｂ級,115-06-05,572,123/ 5,領表,1150722,亞員,
115-B-694993,源泰,多重噴嘴機械式Ｂ級,115-06-05,572,123/ 5,領表,1150722,亞員,
115-B-694994,源泰,多重噴嘴機械式Ｂ級,115-06-05,572,123/ 5,領表,1150722,亞員,
115-B-694995,源泰,多重噴嘴機械式Ｂ級,115-06-05,572,123/ 5,領表,1150722,亞員,
115-B-694996,源泰,多重噴嘴機械式Ｂ級,115-06-05,572,123/ 5,領表,1150722,亞員,
115-B-694997,源泰,多重噴嘴機械式Ｂ級,115-06-05,572,123/ 5,領表,1150722,亞員,
115-B-694998,源泰,多重噴嘴機械式Ｂ級,115-06-05,572,123/ 5,領表,1150722,亞員,
115-B-694999,源泰,多重噴嘴機械式Ｂ級,115-06-05,572,123/ 5,領表,1150722,亞員,
115-B-695000,源泰,多重噴嘴機械式Ｂ級,115-06-05,572,123/ 5,領表,1150722,亞員,
115-B-695001,源泰,多重噴嘴機械式Ｂ級,115-06-05,572,123/ 5,領表,1150722,亞員,
115-B-695002,源泰,多重噴嘴機械式Ｂ級,115-06-05,572,123/ 5,領表,1150722,亞員,
115-B-695003,源泰,多重噴嘴機械式Ｂ級,115-06-05,572,123/ 5,領表,1150722,亞員,
115-B-695004,源泰,多重噴嘴機械式Ｂ級,115-06-05,572,123/ 5,領表,1150722,亞員,
115-B-695005,源泰,多重噴嘴機械式Ｂ級,115-06-05,572,123/ 5,領表,1150722,亞員,
115-B-695006,源泰,多重噴嘴機械式Ｂ級,115-06-05,572,123/ 5,領表,1150722,亞員,
115-B-695007,源泰,多重噴嘴機械式Ｂ級,115-06-05,572,123/ 5,領表,1150722,亞員,
115-B-695008,源泰,多重噴嘴機械式Ｂ級,115-06-05,572,123/ 5,領表,1150722,亞員,
115-B-695009,源泰,多重噴嘴機械式Ｂ級,115-06-05,572,123/ 5,領表,1150722,亞員,
115-B-695010,源泰,多重噴嘴機械式Ｂ級,115-06-05,572,123/ 5,領表,1150722,亞員,
115-B-695011,源泰,多重噴嘴機械式Ｂ級,115-06-05,572,123/ 5,領表,1150722,亞員,
115-B-695012,源泰,多重噴嘴機械式Ｂ級,115-06-05,572,123/ 5,領表,1150722,亞員,
115-B-695013,源泰,多重噴嘴機械式Ｂ級,115-06-05,572,123/ 5,領表,1150722,亞員,
115-B-695014,源泰,多重噴嘴機械式Ｂ級,115-06-05,572,123/ 5,領表,1150722,亞員,
115-B-695015,源泰,多重噴嘴機械式Ｂ級,115-06-05,572,123/ 5,領表,1150722,亞員,
115-B-695016,源泰,多重噴嘴機械式Ｂ級,115-06-05,572,123/ 5,領表,1150722,亞員,
115-B-695017,源泰,多重噴嘴機械式Ｂ級,115-06-05,572,123/ 5,領表,1150722,亞員,
115-B-695018,源泰,多重噴嘴機械式Ｂ級,115-06-05,572,123/ 5,領表,1150722,亞員,
115-B-695019,源泰,多重噴嘴機械式Ｂ級,115-06-05,572,123/ 5,領表,1150722,亞員,
115-B-695020,源泰,多重噴嘴機械式Ｂ級,115-06-05,572,123/ 5,領表,1150722,亞員,
115-B-695021,源泰,多重噴嘴機械式Ｂ級,115-06-05,572,123/ 5,領表,1150722,亞員,
115-B-695022,源泰,多重噴嘴機械式Ｂ級,115-06-05,572,123/ 5,領表,1150722,亞員,
115-B-695023,源泰,多重噴嘴機械式Ｂ級,115-06-05,572,123/ 5,領表,1150722,亞員,
115-B-695024,源泰,多重噴嘴機械式Ｂ級,115-06-05,572,123/ 5,領表,1150722,亞員,
115-B-695025,源泰,多重噴嘴機械式Ｂ級,115-06-05,572,123/ 5,領表,1150722,亞員,
115-B-695026,源泰,多重噴嘴機械式Ｂ級,115-06-05,572,123/ 5,領表,1150722,亞員,
115-B-695027,源泰,多重噴嘴機械式Ｂ級,115-06-05,572,123/ 5,領表,1150722,亞員,
115-B-695028,源泰,多重噴嘴機械式Ｂ級,115-06-05,572,123/ 5,領表,1150722,亞員,
115-B-695029,源泰,多重噴嘴機械式Ｂ級,115-06-05,572,123/ 5,領表,1150722,亞員,
115-B-695030,源泰,多重噴嘴機械式Ｂ級,115-06-05,572,123/ 5,領表,1150722,亞員,
115-B-695031,源泰,多重噴嘴機械式Ｂ級,115-06-05,572,123/ 5,領表,1150722,亞員,
115-B-695032,源泰,多重噴嘴機械式Ｂ級,115-06-05,572,123/ 5,領表,1150722,亞員,
115-B-695033,源泰,多重噴嘴機械式Ｂ級,115-06-05,572,123/ 5,領表,1150722,亞員,
115-B-695034,源泰,多重噴嘴機械式Ｂ級,115-06-05,572,123/ 5,領表,1150722,亞員,
115-B-695035,源泰,多重噴嘴機械式Ｂ級,115-06-05,572,123/ 5,領表,1150722,亞員,
